1,0.3154,0.2183
2,0.3200,0.2116
3,0.3133,0.2143
4,0.3060,0.2203
5,0.3087,0.2253
6,0.3074,0.2210
7,0.3092,0.2140
8,0.3015,0.2308
9,0.2936,0.2264
10,0.2915,0.2090
11,0.2949,0.2293
12,0.2918,0.2111
13,0.2828,0.2129
14,0.2872,0.2266
15,0.2824,0.2185
16,0.2803,0.2211
17,0.2829,0.2134
18,0.2936,0.2074
19,0.2801,0.2118
20,0.2861,0.2159
